"startDate","endDate","finished","t_welcome_fc","t_welcome_lc","t_welcome_ps","t_welcome_cc","welcome","require","t_age_fc","t_age_lc","t_age_ps","t_age_cc","age","t_hltref_fc","t_hltref_lc","t_hltref_ps","t_hltref_cc","hltref","t_abrtch_fc","t_abrtch_lc","t_abrtch_ps","t_abrtch_cc","abrtch","t_gaymarry_fc","t_gaymarry_lc","t_gaymarry_ps","t_gaymarry_cc","gaymarry","t_gayadopt_fc","t_gayadopt_lc","t_gayadopt_ps","t_gayadopt_cc","gayadopt","t_attchk1_fc","t_attchk1_lc","t_attchk1_ps","t_attchk1_cc","attchk1","t_abrthlth_fc","t_abrthlth_lc","t_abrthlth_ps","t_abrthlth_cc","abrthlth","t_abrtinc_fc","t_abrtinc_lc","t_abrtinc_ps","t_abrtinc_cc","abrtinc","t_abrtbd_fc","t_abrtbd_lc","t_abrtbd_ps","t_abrtbd_cc","abrtbd","t_fedwlf_fc","t_fedwlf_lc","t_fedwlf_ps","t_fedwlf_cc","fedwlf","t_abrtfin_fc","t_abrtfin_lc","t_abrtfin_ps","t_abrtfin_cc","abrtfin","t_attchk2_fc","t_attchk2_lc","t_attchk2_ps","t_attchk2_cc","attchk2_c1","attchk2_c2","attchk2_c3","attchk2_c4","attchk2_c5","attchk2_c6","attchk2_c7","attchk2_c8","attchk2_c9","attchk2_c10","attchk2_c11_C","attchk2_c12_C","t_abrtrpe_fc","t_abrtrpe_lc","t_abrtrpe_ps","t_abrtrpe_cc","abrtrpe","t_fedpoor_fc","t_fedpoor_lc","t_fedpoor_ps","t_fedpoor_cc","fedpoor","t_fedenv_fc","t_fedenv_lc","t_fedenv_ps","t_fedenv_cc","fedenv","t_fedschool_fc","t_fedschool_lc","t_fedschool_ps","t_fedschool_cc","fedschool","t_abrtdth_fc","t_abrtdth_lc","t_abrtdth_ps","t_abrtdth_cc","abrtdth","t_drill_fc","t_drill_lc","t_drill_ps","t_drill_cc","drill","t_gwhap_fc","t_gwhap_lc","t_gwhap_ps","t_gwhap_cc","gwhap","t_gwhow_fc","t_gwhow_lc","t_gwhow_ps","t_gwhow_cc","gwhow","t_gwhow2_fc","t_gwhow2_lc","t_gwhow2_ps","t_gwhow2_cc","gwhow2","t_aauni_fc","t_aauni_lc","t_aauni_ps","t_aauni_cc","aauni","t_aawork_fc","t_aawork_lc","t_aawork_ps","t_aawork_cc","aawork","t_gun_fc","t_gun_lc","t_gun_ps","t_gun_cc","gun","t_comm_fc","t_comm_lc","t_comm_ps","t_comm_cc","comm","pref","pref2","sex","edu","comment","tcompl","group","self_placement","party_placement"
2015-02-04 23:57:00,2015-02-05 00:01:00,1,0,0,3.16,0,1,1,NA,NA,NA,NA,34,7.494,8.608,9.325,2,2,5.567,5.567,6.454,1,1,5.792,5.792,6.756,1,1,3.338,3.338,4.302,1,1,0,0,12.291,0,-99,15.901,15.901,16.812,1,1,5.516,5.516,6.257,1,1,3.09,3.09,4.027,1,1,4.271,4.867,5.46,2,2,4.063,4.063,4.903,1,1,11.58,15.924,17.373,2,0,0,0,0,0,0,0,0,0,0,1,1,3.378,3.378,4.233,1,1,3.677,3.677,4.332,1,2,3.152,3.152,3.991,1,1,2.711,2.711,3.497,1,1,3.581,3.581,4.206,1,1,7.02,7.02,7.877,1,3,10.063,10.063,10.981,1,1,4.845,4.845,6.622,1,1,NA,NA,NA,NA,NA,7.062,7.062,8.228,1,2,4.907,4.907,5.769,1,2,4.821,4.821,5.529,1,1,12.378,12.378,13.289,1,4,3,"liberal",2,3,"",4,1,0,0
2015-02-04 22:04:00,2015-02-04 22:09:00,1,0,0,90.732,0,1,1,NA,NA,NA,NA,26,4.762,5.89,6.564,2,1,4.149,4.149,4.71,1,1,3.493,3.493,5.327,1,1,2.743,2.743,3.292,1,1,0,0,9.938,0,-99,7.937,7.937,8.849,1,1,6.525,6.525,7.101,1,1,3.52,3.52,5.072,1,1,4.288,4.288,4.979,1,1,4.807,4.807,5.497,1,1,14.905,15.393,23.073,2,0,0,0,0,0,0,0,0,0,0,1,1,3.899,3.899,4.501,1,1,2.894,2.894,3.632,1,1,3.047,3.047,3.689,1,2,7.44,7.44,8.063,1,2,10.157,10.157,10.87,1,1,6.017,6.017,6.586,1,3,9.198,9.198,10.555,1,1,5.616,5.616,7.386,1,1,NA,NA,NA,NA,NA,8.125,8.125,8.701,1,2,7.899,8.931,9.677,2,2,4.916,5.452,6.411,2,1,16.052,16.052,18.268,1,2,1,"",2,2,"I think it went well  thank you ",5,2,0,0
2015-02-05 00:18:00,2015-02-05 00:21:00,1,0,0,8.146,0,1,1,NA,NA,NA,NA,33,7.578,7.578,8.952,1,1,5.902,5.902,6.629,1,1,3.318,3.318,6.349,1,1,2.711,2.711,3.716,1,1,0,0,12.718,0,-99,7.34,7.34,8.851,1,1,5.791,5.791,8.244,1,1,3.536,3.536,4.712,1,1,4.397,4.397,5.595,1,3,7.62,7.62,9.268,1,2,11.377,11.817,13.083,2,0,0,0,0,0,0,0,0,0,0,1,1,2.593,2.593,4.031,1,1,3.955,3.955,5.322,1,2,2.461,2.461,3.348,1,1,2.405,2.405,3.291,1,1,2.953,2.953,4.303,1,1,5.206,5.206,6.06,1,2,5.753,5.753,7.152,1,1,3.572,3.572,4.547,1,3,NA,NA,NA,NA,NA,6.265,6.265,7.887,1,2,4.13,4.13,5.569,1,2,4.44,4.44,5.174,1,1,6.978,6.978,8.57,1,4,1,"",2,5,"none",3,2,44,40
2015-02-04 22:55:00,2015-02-04 22:58:00,1,0,0,1.886,0,1,1,NA,NA,NA,NA,24,3.922,3.922,8.025,1,3,3.159,3.159,4.472,1,1,6.547,6.547,7.375,1,1,1.461,3.148,5.857,4,1,0,0,5.277,0,-99,5.362,6.172,7.203,3,1,2.129,2.129,7.266,1,1,1.094,2.861,3.353,3,1,2.511,3.287,4.228,2,3,5.85,5.85,6.476,1,3,5.726,6.053,6.972,2,0,0,0,0,0,0,0,0,0,0,1,1,2.085,2.085,2.801,1,1,3.031,3.031,4.602,1,3,1.436,2.2,2.792,2,2,0.935,0.935,1.538,1,2,1.803,1.803,3.036,1,1,2.429,2.429,3.267,1,3,4.82,4.82,5.581,1,1,2.963,2.963,4.172,1,1,NA,NA,NA,NA,NA,4.108,8.159,8.965,2,2,2.362,2.362,5.294,1,2,3.793,3.793,4.693,1,3,5.186,6.367,7.039,5,2,3,"Independent",1,3,"",3,2,50,50
2015-02-04 22:16:00,2015-02-04 22:21:00,1,0,0,2.279,0,1,1,NA,NA,NA,NA,56,3.793,3.793,5.596,1,1,4.398,4.398,7.816,1,1,4.344,4.344,5.73,1,1,3.159,3.159,4.365,1,1,0,0,5.069,0,-99,5.024,5.024,10.273,1,1,3.72,4.92,7.207,2,1,6.996,6.996,8.428,1,1,4.462,4.462,8.096,1,1,5.123,6.271,6.962,2,1,8.234,10.15,12.984,3,0,0,0,0,0,0,0,0,0,0,1,1,2.925,2.925,4.874,1,1,3.974,3.974,5.071,1,1,3.647,3.647,5.205,1,2,2.003,2.186,3.986,2,1,3.162,4.409,5.539,2,1,3.792,3.792,5.506,1,1,4.276,11.873,13.239,2,1,3.991,5.936,7.637,2,2,NA,NA,NA,NA,NA,11.064,15.313,16.814,2,3,8.312,8.312,11.146,1,3,8.096,8.096,9.23,1,2,6.475,6.475,8.543,1,4,1,"",2,2,"",5,2,13,28
2015-02-04 22:13:00,2015-02-04 22:17:00,1,0,0,2.982,0,1,1,NA,NA,NA,NA,41,8.46,8.46,9.935,1,1,2.818,2.818,3.931,1,1,68.731,68.731,69.988,1,1,1.936,1.936,2.936,1,1,0,0,7.033,0,-99,9.422,9.422,12.361,1,1,6.09,6.09,8.676,1,1,5.116,6.028,9.102,2,1,3.095,3.095,4.377,1,1,3.14,3.14,4.421,1,1,5.224,5.592,7.021,2,0,0,0,0,0,0,0,0,0,0,1,1,6.872,6.872,7.608,1,1,2.063,2.063,3.079,1,1,0.732,0.732,1.796,1,1,1.736,1.736,2.528,1,1,0.843,0.843,2.08,1,1,1.533,4.189,5.059,2,2,3.491,3.491,4.804,1,1,1.519,1.519,2.704,1,1,NA,NA,NA,NA,NA,6.539,6.539,7.323,1,1,2.533,2.533,3.373,1,1,1.923,1.923,2.85,1,1,2.432,2.432,4.089,1,1,1,"",2,4,"Thanks ",4,2,0,0
2015-02-04 22:34:00,2015-02-04 22:39:00,1,0,0,10.976,0,1,1,NA,NA,NA,NA,49,8.51,9.491,10.584,2,1,5.156,5.156,6.036,1,3,3.602,3.602,5.861,1,1,5.248,6.066,7.143,2,1,0,0,14.868,0,-99,7.376,7.376,9.079,1,3,10.697,11.461,12.736,2,1,5.864,5.864,7.223,1,1,4.171,4.841,5.795,2,1,6.704,6.704,8.017,1,2,19.445,20.35,32.741,2,0,0,0,0,0,0,0,0,0,0,1,1,5.267,5.267,6.672,1,3,3.584,10.122,11.546,3,1,4.861,5.532,6.593,2,1,2.64,2.64,4.036,1,1,6.287,6.287,7.679,1,3,4.193,4.193,5.524,1,3,9.909,9.909,11.301,1,1,5.548,5.548,7.626,1,1,NA,NA,NA,NA,NA,8.624,8.624,11.667,1,1,5.555,5.555,6.941,1,1,5.916,5.916,7.712,1,1,14.407,14.407,16.141,1,3,1,"",2,4,"",5,1,25,0
2015-02-04 22:04:00,2015-02-04 22:08:00,1,0,0,1.277,0,1,1,NA,NA,NA,NA,35,6.194,7.898,8.548,2,2,3.347,7.587,9.367,3,1,2.964,2.964,4.688,1,1,2.554,2.554,3.557,1,1,3.12,3.888,11.676,2,-99,5.649,5.649,10.869,1,1,2.625,2.625,3.805,1,1,0.846,0.846,4.224,1,1,3.562,3.562,4.255,1,3,5.177,5.177,6.972,1,2,15.126,16.245,21.233,3,0,0,0,0,0,0,0,0,0,0,1,1,2.71,3.446,4.186,2,1,4.935,4.935,5.868,1,1,2.608,2.608,3.293,1,1,1.484,1.484,2.168,1,1,3.059,3.883,4.336,2,1,2.778,2.778,7.319,1,1,6.215,6.215,7.484,1,1,2.727,2.727,3.978,1,1,NA,NA,NA,NA,NA,6.447,13.239,14.129,2,2,2.015,2.015,2.988,1,2,3.586,3.586,4.79,1,1,8.039,10.846,11.746,2,5,3,"none   independent  i suppose ",1,4,"",4,2,50,50
2015-02-04 23:05:00,2015-02-04 23:08:00,1,0,0,4.335,0,1,1,NA,NA,NA,NA,22,4.915,7.218,8.03,4,1,1.889,3.285,3.942,3,1,1.959,1.959,3.333,1,1,1.533,1.533,2.372,1,1,0,0,13.19,0,-99,4.519,4.519,8.392,1,1,4.058,4.058,7.276,1,1,4.374,5.009,5.905,2,1,1.958,1.958,2.96,1,2,1.939,2.484,3.42,2,1,9.092,21.798,26.219,8,0,0,0,0,0,0,0,0,0,0,1,1,1.953,3.97,4.443,4,1,1.896,1.896,2.789,1,2,1.687,1.687,3.392,1,2,1.446,1.446,2.458,1,1,1.831,3.294,3.849,2,1,4.679,4.679,5.617,1,3,2.48,2.48,5.001,1,1,2.785,2.785,3.711,1,1,NA,NA,NA,NA,NA,4.984,5.625,6.422,2,3,3.339,4.052,4.506,2,3,3.15,3.15,3.997,1,3,5.054,7.494,8.672,4,5,1,"",2,4,"",3,1,41,25
2015-02-04 23:41:00,2015-02-04 23:45:00,1,0,0,5.167,0,1,1,NA,NA,NA,NA,35,15.582,15.582,16.624,1,2,7.509,7.509,8.487,1,1,11.853,11.853,13.311,1,2,3.206,3.206,3.856,1,1,0,0,7.778,0,-99,10.027,10.027,11.044,1,1,5.16,5.16,6.106,1,1,3.448,3.448,4.178,1,1,3.859,3.859,4.557,1,2,3.982,3.982,4.92,1,1,10.905,11.281,13.651,2,0,0,0,0,0,0,0,0,0,0,1,1,5.316,5.316,6.077,1,1,3.979,3.979,4.669,1,2,3.181,3.181,4.039,1,2,3.82,3.82,4.51,1,2,3.501,3.501,4.214,1,1,6.184,6.184,6.946,1,1,8.015,8.015,9.064,1,1,8.528,8.528,9.353,1,1,NA,NA,NA,NA,NA,8.373,8.373,10.143,1,2,6.817,6.817,7.531,1,2,8.979,8.979,10.317,1,1,9.193,9.193,10.123,1,2,1,"",1,5,"",4,2,45,25
2015-02-04 23:11:00,2015-02-04 23:16:00,1,0,0,2.757,0,1,1,NA,NA,NA,NA,47,7.117,7.117,8,1,2,5.421,5.421,6.423,1,2,13.571,13.571,14.887,1,2,4.398,4.398,5.353,1,2,0,0,11.798,0,-99,20.009,20.009,20.76,1,3,6.566,6.566,7.563,1,1,4.243,4.243,5.208,1,2,5.132,5.132,6.148,1,3,13.974,13.974,15.225,1,2,23.519,24.768,26.636,2,0,0,0,0,0,0,0,0,0,0,1,1,6.356,6.356,7.737,1,1,6.227,6.227,7.287,1,3,4.655,4.655,5.608,1,2,3.872,3.872,4.944,1,2,4.781,4.781,5.984,1,1,7.33,8.163,9.21,2,1,15.738,15.738,16.671,1,1,4.547,4.547,6.263,1,2,NA,NA,NA,NA,NA,8.347,8.347,9.586,1,2,5.213,5.213,6.298,1,2,8.128,8.128,9.195,1,3,12.802,12.802,13.919,1,6,2,"",1,3,"",5,1,100,76
2015-02-04 23:16:00,2015-02-04 23:19:00,1,0,0,1.388,0,1,1,NA,NA,NA,NA,28,4.374,4.374,6.152,1,2,4.439,4.439,7.745,1,2,2.918,2.918,5.238,1,2,1.665,2.288,3.437,2,2,0,0,8.06,0,-99,4.002,8.049,10.455,2,1,1.746,1.746,2.801,1,1,2.442,2.442,3.104,1,3,2.294,3.197,3.927,2,3,3.006,4.448,5.194,2,2,1.846,18.925,24.03,19,0,0,0,0,0,0,0,0,0,0,1,1,2.613,3.699,4.453,2,1,1.935,2.537,3.1,2,3,2.13,2.563,3.379,2,2,1.927,2.351,2.966,2,1,2.493,2.493,3.542,1,1,2.439,2.439,3.572,1,1,3.734,3.734,7.718,1,1,2.658,2.658,3.512,1,3,NA,NA,NA,NA,NA,3.95,3.95,5.02,1,2,2.759,2.759,4.156,1,2,3.393,4.033,4.926,2,3,4.776,4.776,6.664,1,5,2,"",1,5,"",3,1,69,85
2015-02-04 22:19:00,2015-02-04 22:22:00,1,12.958,12.958,13.277,1,1,1,NA,NA,NA,NA,34,16.876,18.793,19.106,4,1,1.845,4.836,5.199,2,3,4.392,6.824,7.103,7,1,1.309,1.309,2.229,1,1,0,0,34.579,0,-99,1.75,3.579,5.184,2,1,0.842,0.842,1.662,1,1,0.692,0.692,3.026,1,1,1.704,1.704,2.012,1,1,1.742,1.742,2.36,1,1,11.55,13.238,14.505,2,0,0,0,0,0,0,0,0,0,0,1,1,1.022,2.122,3.905,3,1,0.717,1.176,1.72,2,1,0.502,0.502,0.916,1,1,3.123,4.343,5.339,2,2,0.589,0.965,1.959,2,1,0.778,2.052,2.324,4,1,1.731,1.731,2.526,1,2,NA,NA,NA,NA,NA,0.658,1.436,1.722,3,2,0.859,1.311,1.752,2,2,0.597,0.597,1.286,1,2,0.638,0.638,1.293,1,1,1.643,1.643,2.301,1,5,1,"",1,4,"",3,1,12,9
2015-02-05 00:42:00,2015-02-05 00:45:00,1,0,0,2.788,0,1,1,NA,NA,NA,NA,24,3.095,3.095,4.559,1,1,3.366,3.366,4.223,1,1,2.61,2.61,4.177,1,1,2.227,2.227,3.272,1,1,0,0,8.989,0,-99,4.554,4.554,8.518,1,1,2.279,2.279,3.462,1,1,2.2,2.2,3.036,1,1,2.808,2.808,4.516,1,1,2.858,2.858,5.035,1,1,8.649,9.707,15.398,2,0,0,0,0,0,0,0,0,0,0,1,1,3.444,3.444,4.621,1,1,3.436,3.436,4.481,1,1,1.49,1.49,2.233,1,1,1.284,1.917,2.746,2,1,2.046,2.046,3.064,1,1,5.604,5.604,7.393,1,2,5.384,5.384,6.353,1,1,2.568,3.295,4.634,2,1,NA,NA,NA,NA,NA,5.109,5.109,6.514,1,3,4.32,4.32,5.758,1,3,7.905,7.905,8.847,1,1,5.856,6.574,8.883,2,3,1,"",2,4,"",3,2,24,30
2015-02-05 00:16:00,2015-02-05 00:25:00,1,272.522,272.522,276.699,1,1,1,NA,NA,NA,NA,30,3.757,3.757,5.243,1,1,4.321,4.321,5.294,1,1,3.293,3.293,4.176,1,1,1.642,1.642,2.66,1,1,0,0,5.344,0,-99,8.152,8.152,9.263,1,1,3,3,4.22,1,1,2.202,3.395,3.757,2,1,2.276,2.276,3.913,1,1,3.191,3.191,4.439,1,1,8.45,9.008,11.779,2,0,0,0,0,0,0,0,0,0,0,1,1,2.793,2.793,3.754,1,1,114.598,114.598,116.336,1,1,1.512,1.512,2.868,1,1,1.852,2.665,3.676,2,1,2.842,3.934,4.394,2,1,3.398,3.398,4.398,1,2,4.373,4.373,5.598,1,1,1.673,3.007,4.224,2,1,NA,NA,NA,NA,NA,7.693,7.693,9.058,1,3,6.418,6.418,7.821,1,1,6.855,7.72,8.935,2,1,3.336,3.336,4.71,1,1,1,"",1,4,"",9,2,5,41
2015-02-05 00:19:00,2015-02-05 00:23:00,1,0,0,2.896,0,1,1,NA,NA,NA,NA,32,5.561,5.561,10.357,1,1,4.073,4.073,7.941,1,1,2.718,2.718,5.465,1,1,2.154,2.663,3.381,2,1,0,0,7.207,0,-99,8.502,8.502,10.253,1,1,3.96,3.96,4.657,1,1,2.123,2.123,2.857,1,1,8.158,8.158,8.956,1,1,3.472,3.836,4.62,2,1,7.767,8.15,11.549,2,0,0,0,0,0,0,0,0,0,0,1,1,2.818,2.818,3.748,1,1,5.086,5.086,10.267,1,1,4.922,5.699,6.586,2,1,5.542,5.542,6.439,1,1,5.141,5.141,6.058,1,1,5.564,5.564,6.58,1,2,10.462,10.462,11.429,1,1,2.196,2.196,3.928,1,1,NA,NA,NA,NA,NA,6.487,6.487,10.302,1,1,3.171,4.162,4.608,3,1,4.459,4.459,6.542,1,1,10.09,10.09,13.887,1,1,1,"",1,3,"",4,1,1,47
2015-02-04 22:37:00,2015-02-04 22:44:00,1,0,0,2.683,0,1,1,NA,NA,NA,NA,43,4.451,4.451,5.686,1,1,2.459,2.459,3.495,1,1,1.994,3.341,4.534,2,1,2.671,2.671,3.942,1,1,0,0,5.088,0,-99,5.97,6.604,7.647,2,1,3.578,3.578,6.277,1,1,53.402,53.402,54.456,1,1,2.687,2.687,3.718,1,2,6.271,7.913,10.717,2,3,34.914,36.074,37.903,2,0,0,0,0,0,0,0,0,0,0,1,1,3.142,3.142,4.294,1,1,2.202,2.202,3.134,1,2,2.006,2.006,2.954,1,1,1.737,1.737,2.856,1,2,2.887,4.388,5.741,2,1,3.746,4.586,5.839,2,1,26.73,26.73,27.775,1,1,3.023,3.023,4.023,1,1,NA,NA,NA,NA,NA,5.741,5.741,7.07,1,3,4.405,4.405,5.256,1,3,113.033,113.033,114.074,1,1,6.29,6.29,7.259,1,5,1,"",1,4,"",7,1,51,37
2015-02-04 22:16:00,2015-02-04 22:19:00,1,0.612,0.66,1.004,2,1,1,NA,NA,NA,NA,28,1.508,3.997,4.405,3,2,2.104,2.104,4.924,1,2,1.152,1.896,2.524,2,3,1.07,3.302,3.522,4,1,0,0,3.254,0,-99,2.109,4.017,4.221,3,2,0.888,3.432,3.8,4,2,0.768,0.768,2.312,1,3,0.624,2.068,2.372,2,3,0.684,1.172,1.88,2,3,14.799,16.335,19.408,2,0,0,0,0,0,0,0,0,0,0,1,1,1.08,1.08,2.524,1,2,2.396,2.832,3.796,2,3,0.728,2.152,2.752,3,1,0.644,0.644,1.516,1,1,0.372,0.952,1.688,2,2,0.316,0.316,1.612,1,2,3.2,3.2,3.932,1,1,1.38,1.38,2.096,1,2,NA,NA,NA,NA,NA,0.876,2.332,2.58,2,2,0.46,0.46,2.041,1,2,0.92,4.543,5.235,2,1,3.313,4.125,4.385,2,4,3,"none",1,4,"",3,2,55,49
2015-02-04 23:49:00,2015-02-04 23:51:00,1,0,0,0.968,0,1,1,NA,NA,NA,NA,23,1.926,7.324,7.59,6,1,0.824,0.824,1.76,1,1,1.206,1.206,2.19,1,1,0.81,0.81,1.609,1,1,0,0,3.492,0,-99,4.844,4.844,5.612,1,1,1.583,1.583,2.501,1,1,1.253,1.721,2.317,2,1,2.337,2.823,3.247,2,2,1.4,3.383,3.983,4,1,3.036,3.42,4.051,2,0,0,0,0,0,0,0,0,0,0,1,1,2.372,2.372,3.082,1,1,1.598,1.598,2.197,1,2,0.902,0.902,1.637,1,2,1.087,1.749,2.079,2,1,0.813,1.293,2.1,2,3,1.915,1.915,2.74,1,1,2.15,2.15,2.797,1,1,0.764,0.764,1.339,1,1,NA,NA,NA,NA,NA,1.654,1.654,2.213,1,1,0.935,0.935,1.486,1,1,0.805,0.805,1.325,1,3,1.218,1.218,2.181,1,4,1,"",1,4,"none",2,2,16,26
2015-02-04 23:58:00,2015-02-05 00:01:00,1,0,0,27.885,0,1,1,NA,NA,NA,NA,43,3.374,3.374,5.132,1,1,3.952,3.952,4.839,1,1,2.664,2.664,5.163,1,1,2.274,2.274,3.202,1,1,0,0,5.707,0,-99,6.729,6.729,8.047,1,1,4.142,4.142,5.381,1,1,2.287,2.287,3.261,1,1,2.687,2.687,3.779,1,2,3.758,3.758,4.64,1,1,5.952,6.69,8.071,2,0,0,0,0,0,0,0,0,0,0,1,1,2.175,2.175,3.033,1,1,2.409,2.409,3.192,1,2,2.121,2.121,3.04,1,1,1.712,1.712,2.678,1,1,2.47,2.47,3.481,1,1,6.402,6.402,7.344,1,2,5.957,5.957,7.312,1,1,2.011,2.011,2.893,1,1,NA,NA,NA,NA,NA,6.406,6.406,7.514,1,1,3.676,3.676,4.629,1,1,3.574,3.574,4.435,1,3,8.709,14.533,15.58,2,5,1,"",1,4,"Thanks",3,1,5,30
2015-02-04 22:55:00,2015-02-04 22:58:00,1,0,0,2.933,0,1,1,NA,NA,NA,NA,37,4.418,4.418,5.254,1,2,3.918,3.918,4.57,1,3,2.284,2.284,2.988,1,1,2.651,2.651,3.482,1,1,0,0,5.754,0,-99,11.169,11.169,11.884,1,1,2.423,3.4,4.468,2,1,2.632,3.584,4.18,2,3,3.532,4.091,4.527,2,3,3.642,11.147,11.96,3,2,7.891,8.218,9.151,2,0,0,0,0,0,0,0,0,0,0,1,1,3.048,3.048,3.749,1,1,2.823,2.823,3.363,1,3,6.507,6.507,7.343,1,3,2.519,2.882,3.621,2,1,1.995,1.995,2.583,1,1,6.75,6.75,7.371,1,1,4.664,5.5,5.939,2,1,3.439,3.439,4.05,1,1,NA,NA,NA,NA,NA,5.082,5.463,6.186,2,2,3.556,3.556,4.128,1,2,3.243,5.068,5.611,2,3,6.558,6.558,7.442,1,5,3,"Independent",1,5,"None  thanks",3,2,43,46
2015-02-04 23:07:00,2015-02-04 23:13:00,1,0,0,26.885,0,1,1,NA,NA,NA,NA,44,9.151,9.151,11.082,1,2,8.993,8.993,9.989,1,1,6.395,6.395,11.056,1,1,3.559,3.559,4.402,1,1,0,0,13.115,0,-99,11.15,11.15,16.316,1,1,5.3,5.3,6.849,1,1,2.997,2.997,3.679,1,1,4.195,4.195,6.203,1,3,4.701,4.701,5.809,1,1,26.201,27.907,33.435,3,0,0,0,0,0,0,0,0,0,0,1,1,4.348,4.348,5.524,1,1,5.381,5.381,6.802,1,2,3.436,3.436,5.365,1,2,3.316,3.316,4.465,1,2,4.4,5.683,6.902,2,1,5.723,5.723,8.923,1,1,10.306,10.306,12.13,1,1,3.911,3.911,7.025,1,3,NA,NA,NA,NA,NA,8.948,8.948,16.86,1,2,7.577,7.577,15.188,1,2,11.984,11.984,13.117,1,3,11.422,11.422,17.265,1,5,3,"just about any other party",1,3,"",6,1,58,50
2015-02-04 22:07:00,2015-02-04 22:11:00,1,0,0,11.25,0,1,1,NA,NA,NA,NA,59,5.25,5.25,9.706,1,2,5.171,5.171,8.621,1,1,6.136,6.136,7.976,1,1,3.081,3.081,4.319,1,1,0,0,8.726,0,-99,7.575,7.575,8.611,1,1,3.777,3.777,5.605,1,1,3.275,3.275,5.057,1,1,7.737,7.737,8.891,1,1,5.368,5.368,6.769,1,1,10.432,11.437,14.095,2,0,0,0,0,0,0,0,0,0,0,1,1,3.352,3.352,4.514,1,1,3.795,3.795,5.103,1,1,4.317,4.317,5.689,1,2,2.22,2.22,3.522,1,1,3.189,3.189,4.522,1,1,7.32,7.32,8.652,1,1,5.318,5.318,7.292,1,1,7.041,7.041,8.217,1,3,NA,NA,NA,NA,NA,6.216,6.216,8.707,1,2,6.384,6.384,7.654,1,2,8.188,8.188,9.321,1,1,7.854,7.854,9.117,1,3,1,"",2,5,"no",4,1,18,5
2015-02-04 22:40:00,2015-02-04 22:46:00,1,0,0,1.986,0,1,1,NA,NA,NA,NA,38,3.254,3.254,4.649,1,1,1.926,1.926,3.246,1,1,2.445,2.445,8.429,1,1,2.687,2.687,5.054,1,1,0,0,13.518,0,-99,8.603,8.603,13.906,1,1,8.78,8.78,10.575,1,1,5.051,5.051,6.293,1,1,5.05,5.05,6.421,1,2,8.167,8.167,9.332,1,1,11.819,12.775,16.116,2,0,0,0,0,0,0,0,0,0,0,1,1,4.109,4.109,5.237,1,1,3.588,3.588,4.817,1,2,2.5,2.5,3.754,1,2,33.107,33.107,34.116,1,2,4.614,4.614,6.617,1,1,11.523,11.523,66.868,1,1,7.661,7.661,8.794,1,1,5.698,5.698,6.725,1,1,NA,NA,NA,NA,NA,7.598,7.598,8.485,1,3,11.743,11.743,12.788,1,3,14.673,14.673,15.934,1,1,9.861,9.861,13.035,1,3,1,"",1,4,"no comments",6,1,36,16
2015-02-04 23:14:00,2015-02-04 23:17:00,1,0,0,1.634,0,1,1,NA,NA,NA,NA,36,3.246,3.246,4.229,1,3,2.468,2.468,3.588,1,1,1.689,1.689,2.723,1,2,1.689,1.689,2.662,1,1,0,0,3.303,0,-99,2.3,2.3,3.222,1,3,1.399,1.399,2.195,1,3,2.448,2.448,3.381,1,3,1.995,2.737,3.577,2,3,1.668,1.668,2.699,1,3,2.83,3.807,5.7,2,0,0,0,0,0,0,0,0,0,0,1,1,3.231,3.231,4.32,1,3,7.728,7.728,11.448,1,3,2.658,3.872,5.054,2,1,2.383,2.383,3.683,1,1,3.304,3.304,4.326,1,3,11.882,11.882,12.86,1,2,7.912,7.912,9.639,1,1,3.509,3.509,6.714,1,1,NA,NA,NA,NA,NA,10.143,11.424,12.605,2,2,6.626,6.626,7.788,1,2,5.937,5.937,7.217,1,1,16.01,17.01,18.291,2,6,2,"",2,3,"",3,1,80,85
2015-02-04 22:54:00,2015-02-04 22:58:00,1,0,0,3.691,0,1,1,NA,NA,NA,NA,25,2.792,2.792,4.426,1,2,7.609,13.359,13.77,3,1,3.213,3.213,4.034,1,1,2.481,2.481,3.17,1,1,0,0,5.806,0,-99,10.537,10.537,15.89,1,1,6.2,6.2,7.179,1,1,2.245,2.245,3.346,1,1,6.386,6.386,7.304,1,2,2.984,5.183,5.597,3,2,6.842,7.523,9.643,2,0,0,0,0,0,0,0,0,0,0,1,1,2.702,2.702,3.485,1,1,2.994,2.994,4.016,1,2,1.565,1.565,2.264,1,1,1.853,1.853,2.721,1,1,3.392,3.392,4.499,1,1,3.533,3.533,6.097,1,2,5.007,5.007,6.103,1,1,2.019,2.019,2.969,1,1,NA,NA,NA,NA,NA,13.821,15.453,16.268,3,2,2.947,2.947,4.146,1,2,3.76,3.76,4.64,1,1,3.683,3.683,6.487,1,6,2,"",1,4,"None ",4,1,55,87
