"startDate","endDate","finished","t_welcome_fc","t_welcome_lc","t_welcome_ps","t_welcome_cc","welcome","require","t_age_fc","t_age_lc","t_age_ps","t_age_cc","age","t_hltref_fc","t_hltref_lc","t_hltref_ps","t_hltref_cc","hltref","t_abrtch_fc","t_abrtch_lc","t_abrtch_ps","t_abrtch_cc","abrtch","t_gaymarry_fc","t_gaymarry_lc","t_gaymarry_ps","t_gaymarry_cc","gaymarry","t_gayadopt_fc","t_gayadopt_lc","t_gayadopt_ps","t_gayadopt_cc","gayadopt","t_attchk1_fc","t_attchk1_lc","t_attchk1_ps","t_attchk1_cc","attchk1","t_abrthlth_fc","t_abrthlth_lc","t_abrthlth_ps","t_abrthlth_cc","abrthlth","t_abrtinc_fc","t_abrtinc_lc","t_abrtinc_ps","t_abrtinc_cc","abrtinc","t_abrtbd_fc","t_abrtbd_lc","t_abrtbd_ps","t_abrtbd_cc","abrtbd","t_fedwlf_fc","t_fedwlf_lc","t_fedwlf_ps","t_fedwlf_cc","fedwlf","t_abrtfin_fc","t_abrtfin_lc","t_abrtfin_ps","t_abrtfin_cc","abrtfin","t_attchk2_fc","t_attchk2_lc","t_attchk2_ps","t_attchk2_cc","attchk2_c1","attchk2_c2","attchk2_c3","attchk2_c4","attchk2_c5","attchk2_c6","attchk2_c7","attchk2_c8","attchk2_c9","attchk2_c10","attchk2_c11_C","attchk2_c12_C","t_abrtrpe_fc","t_abrtrpe_lc","t_abrtrpe_ps","t_abrtrpe_cc","abrtrpe","t_fedpoor_fc","t_fedpoor_lc","t_fedpoor_ps","t_fedpoor_cc","fedpoor","t_fedenv_fc","t_fedenv_lc","t_fedenv_ps","t_fedenv_cc","fedenv","t_fedschool_fc","t_fedschool_lc","t_fedschool_ps","t_fedschool_cc","fedschool","t_abrtdth_fc","t_abrtdth_lc","t_abrtdth_ps","t_abrtdth_cc","abrtdth","t_drill_fc","t_drill_lc","t_drill_ps","t_drill_cc","drill","t_gwhap_fc","t_gwhap_lc","t_gwhap_ps","t_gwhap_cc","gwhap","t_gwhow_fc","t_gwhow_lc","t_gwhow_ps","t_gwhow_cc","gwhow","t_gwhow2_fc","t_gwhow2_lc","t_gwhow2_ps","t_gwhow2_cc","gwhow2","t_aauni_fc","t_aauni_lc","t_aauni_ps","t_aauni_cc","aauni","t_aawork_fc","t_aawork_lc","t_aawork_ps","t_aawork_cc","aawork","t_gun_fc","t_gun_lc","t_gun_ps","t_gun_cc","gun","t_comm_fc","t_comm_lc","t_comm_ps","t_comm_cc","comm","pref","pref2","sex","edu","comment","tcompl","group","self_placement","party_placement"
2015-02-04 22:41:00,2015-02-04 22:47:00,1,0,0,6.407,0,1,1,NA,NA,NA,NA,46,14.683,14.683,17.066,1,3,9.817,9.817,11.703,1,1,13.925,13.925,16.297,1,1,5.879,5.879,7.958,1,1,0,0,9.623,0,-99,24.275,24.275,26.188,1,1,10.668,10.668,12.417,1,3,7,7,8.962,1,3,5.803,5.803,7.58,1,2,6.753,6.753,8.414,1,3,12.699,23.137,27.04,4,0,0,0,0,0,0,0,0,0,0,1,1,4.773,4.773,6.462,1,3,7.555,7.555,9.384,1,2,6.732,6.732,8.833,1,1,4.154,4.154,6.141,1,1,5.721,5.721,7.648,1,3,7.555,7.555,9.859,1,2,8.502,8.502,10.25,1,1,9.163,9.163,11.383,1,1,NA,NA,NA,NA,NA,7.657,7.657,9.813,1,2,13.116,13.116,15.405,1,2,10.253,10.253,12.419,1,2,11.848,11.848,14.283,1,5,1,"",2,3,"",6,2,28,19
2015-02-04 23:44:00,2015-02-04 23:47:00,1,0,0,3.146,0,1,1,NA,NA,NA,NA,24,4.535,4.535,5.8,1,1,4.158,4.158,6.043,1,1,4.171,4.171,6.158,1,1,2.531,2.531,3.806,1,1,0,0,6.956,0,-99,7.021,7.021,8.892,1,1,3.698,6.457,8.076,2,1,3.107,3.107,4.575,1,1,3.454,3.454,4.862,1,1,3.808,3.808,5.098,1,1,8.842,9.72,11.176,2,0,0,0,0,0,0,0,0,0,0,1,1,3.245,3.245,4.511,1,1,2.835,2.835,4.277,1,1,2.594,2.594,3.862,1,1,2.903,2.903,4.356,1,1,2.611,2.611,4.436,1,1,4.27,4.27,7.073,1,2,5.743,5.743,7.082,1,1,4.389,4.389,5.707,1,1,NA,NA,NA,NA,NA,6.059,6.059,8.637,1,2,7.139,7.139,8.348,1,2,4.303,4.303,5.71,1,1,5.107,5.107,7.699,1,4,1,"",1,4,"",3,1,39,42
2015-02-04 22:58:00,2015-02-04 23:03:00,1,0,0,4.704,0,1,1,NA,NA,NA,NA,25,7.141,7.141,8.426,1,2,7.084,7.084,8.168,1,2,4.994,6.207,7.317,2,3,3.106,3.106,4.088,1,2,0,0,10.862,0,-99,7.032,7.032,8.54,1,1,4.907,4.907,5.825,1,3,3.64,4.264,5.298,2,1,4.375,4.375,5.468,1,3,5.318,5.318,6.311,1,1,14.296,15.043,16.656,2,0,0,0,0,0,0,0,0,0,0,1,1,4.399,4.399,5.621,1,3,2.882,2.882,4.042,1,3,3.003,3.003,4.292,1,1,1.391,1.391,2.707,1,1,3.542,3.542,5.061,1,1,3.958,6.272,7.915,3,1,5.566,5.566,6.796,1,1,2.785,2.785,4.025,1,2,NA,NA,NA,NA,NA,6.045,7.455,8.623,3,2,3.437,3.437,5.044,1,2,5.452,5.452,6.701,1,2,11.191,11.191,12.523,1,7,2,"",1,3,"",5,2,100,80
2015-02-04 22:07:00,2015-02-04 22:09:00,1,0.802,0.802,1.067,1,1,1,NA,NA,NA,NA,33,0.672,0.672,1.162,1,1,0.469,0.469,0.951,1,1,0.764,1.603,2.087,2,1,0.546,0.546,1.159,1,1,0,0,1.816,0,-99,0.002,1.169,2.378,2,1,0.381,0.381,0.989,1,1,0.567,0.567,1.433,1,1,0.634,0.634,1.353,1,1,0.705,0.705,1.533,1,1,1.003,1.497,4.012,2,0,0,0,0,0,0,0,0,0,0,1,1,1.709,9.044,9.406,4,1,1.593,1.593,2.272,1,1,1.227,1.227,2.27,1,1,1.317,1.317,4.574,1,1,1.469,1.785,2.947,2,1,2.266,3.017,3.809,2,2,5.103,7.864,11.344,2,1,2.495,2.495,3.323,1,1,NA,NA,NA,NA,NA,3.5,3.5,4.609,1,1,2.489,2.489,3.224,1,1,2.395,2.395,3.26,1,1,2.351,2.351,6.73,1,1,1,"",1,4,"",2,2,11,13
2015-02-05 00:31:00,2015-02-05 00:37:00,1,0,0,6.562,0,1,1,NA,NA,NA,NA,28,16.18,16.18,17.469,1,2,8.945,8.945,9.853,1,2,8.101,8.101,11.294,1,1,11.4,11.4,12.447,1,1,0,0,15.048,0,-99,14.141,14.141,17.128,1,2,24.289,24.289,25.382,1,1,5.046,5.046,6.155,1,1,8.789,8.789,9.796,1,2,14.507,14.507,16.574,1,2,63.107,64.746,70.468,2,0,0,0,0,0,0,0,0,0,0,1,1,4.598,4.598,5.447,1,1,6.533,6.533,7.279,1,2,2.609,2.609,3.401,1,2,2.326,2.326,3.165,1,2,3.627,3.627,4.646,1,1,4.694,4.694,5.51,1,2,8.291,8.291,9.379,1,1,3.621,3.621,6.463,1,1,NA,NA,NA,NA,NA,6.417,6.417,7.473,1,2,4.852,4.852,5.875,1,2,4.626,4.626,6.341,1,1,8.592,8.592,10.332,1,4,1,"",2,4,"",6,2,28,49
2015-02-04 22:55:00,2015-02-04 23:00:00,1,0,0,1.447,0,1,1,NA,NA,NA,NA,28,9.103,9.103,10.09,1,3,4.168,4.168,7.152,1,1,5.318,5.318,6.205,1,1,2.324,2.324,3.274,1,1,0,0,12,0,-99,12.728,12.728,19.013,1,1,4.94,4.94,5.711,1,1,2.075,2.075,3.819,1,1,4.676,5.479,5.866,2,1,4.831,5.175,6.14,2,1,8.946,9.709,18.273,2,0,0,0,0,0,0,0,0,0,0,1,1,2.221,2.221,3.661,1,1,4.119,4.119,4.837,1,1,2.753,2.753,3.578,1,1,1.403,1.403,2.622,1,1,3.123,3.123,3.878,1,1,9.904,9.904,13.649,1,3,5.332,5.332,7.949,1,1,14.813,18.475,19.419,2,1,NA,NA,NA,NA,NA,20.765,20.765,25.625,1,3,6.955,6.955,8.173,1,3,7.049,7.049,9.836,1,1,9.498,9.498,12.398,1,2,3,"Independent",2,3,"",5,2,6,50
2015-02-04 22:21:00,2015-02-04 22:24:00,1,0,0,3.693,0,1,1,NA,NA,NA,NA,30,3.918,3.918,4.779,1,1,3.076,3.076,3.81,1,1,2.362,2.362,5.33,1,1,2.19,2.19,2.875,1,1,0,0,5.812,0,-99,4.26,6.868,8.161,2,1,2.505,2.505,3.293,1,1,2.222,2.222,2.826,1,1,2.447,2.447,3.387,1,2,3.079,4.615,7.758,2,3,8.498,9.425,10.573,2,0,0,0,0,0,0,0,0,0,0,1,1,3.158,3.158,4.018,1,1,2.435,2.435,3.269,1,2,1.792,1.792,2.607,1,1,1.596,1.596,2.61,1,1,3.438,3.438,4.084,1,1,3.117,5.74,6.52,2,3,4.163,4.163,5.438,1,1,3.501,3.501,4.974,1,1,NA,NA,NA,NA,NA,4.781,4.781,5.552,1,3,2.539,2.539,3.319,1,3,3.891,3.891,4.833,1,1,4.844,4.844,5.586,1,3,1,"",1,4,"Thank you ",3,1,11,45
2015-02-05 00:11:00,2015-02-05 00:13:00,1,0,0,0.878,0,1,1,NA,NA,NA,NA,27,0.946,0.946,1.48,1,3,1.419,1.419,1.993,1,1,1.052,1.052,1.588,1,1,1.302,1.302,1.783,1,1,0,0,2.127,0,-99,1.062,1.062,1.566,1,3,0.634,0.634,1.084,1,3,0.66,2.59,3.325,3,1,1.377,2.005,2.525,2,3,1.544,1.544,2.1,1,1,4.746,5.134,5.904,2,0,0,0,0,0,0,0,0,0,0,1,1,0.952,2.882,3.146,3,1,1.586,2.069,2.285,2,3,1.179,1.179,1.764,1,2,0.738,0.738,1.379,1,3,1.319,1.319,1.847,1,1,1.578,3.541,3.833,3,3,1.148,1.148,1.814,1,2,NA,NA,NA,NA,NA,0.974,0.974,1.631,1,3,0.819,0.819,1.374,1,3,0.812,1.782,2.116,3,3,0.471,0.471,1.117,1,3,1.03,3.774,4.567,3,6,3,"Not sure",1,3,"",2,2,51,51
2015-02-05 00:11:00,2015-02-05 00:13:00,1,0,0,0.878,0,1,1,NA,NA,NA,NA,27,0.946,0.946,1.48,1,3,1.419,1.419,1.993,1,1,1.052,1.052,1.588,1,1,1.302,1.302,1.783,1,1,0,0,2.127,0,-99,1.062,1.062,1.566,1,3,0.634,0.634,1.084,1,3,0.66,2.59,3.325,3,1,1.377,2.005,2.525,2,3,1.544,1.544,2.1,1,1,4.746,5.134,5.904,2,0,0,0,0,0,0,0,0,0,0,1,1,0.952,2.882,3.146,3,1,1.586,2.069,2.285,2,3,1.179,1.179,1.764,1,2,0.738,0.738,1.379,1,3,1.319,1.319,1.847,1,1,1.578,3.541,3.833,3,3,1.148,1.148,1.814,1,2,NA,NA,NA,NA,NA,0.974,0.974,1.631,1,3,0.819,0.819,1.374,1,3,0.812,1.782,2.116,3,3,0.471,0.471,1.117,1,3,1.03,3.774,4.567,3,6,3,"Not sure",1,3,"",2,2,51,51
2015-02-04 23:12:00,2015-02-04 23:16:00,1,0,0,9.112,0,1,1,NA,NA,NA,NA,25,6.127,6.127,7.661,1,1,3.578,3.578,6.617,1,1,6.245,6.245,7.732,1,1,3.17,3.17,5.072,1,1,0,0,8.207,0,-99,7.846,7.846,11.625,1,1,3.088,3.088,4.508,1,1,2.163,2.163,3.918,1,1,3.465,3.465,5.298,1,2,5.528,6.404,7.377,2,1,11.947,12.469,14.88,2,0,0,0,0,0,0,0,0,0,0,1,1,3.595,3.595,4.77,1,1,2.951,2.951,4.153,1,2,2.894,2.894,3.728,1,1,1.618,1.618,2.781,1,1,8.592,8.592,9.575,1,1,12.036,12.036,15.762,1,3,12.323,12.323,15.357,1,1,7.086,7.086,11.711,1,2,NA,NA,NA,NA,NA,14.628,14.628,17.186,1,2,12.469,12.469,13.382,1,2,6.559,6.559,8.246,1,1,10.251,10.251,11.625,1,3,1,"",1,4,"",4,1,39,24
2015-02-04 23:56:00,2015-02-05 00:00:00,1,0,0,2.082,0,1,1,NA,NA,NA,NA,27,4.045,4.045,5.777,1,1,2.982,3.35,4.275,2,2,5.607,5.607,6.529,1,3,3.012,3.012,4.5,1,2,0,0,8.813,0,-99,10.488,10.488,11.292,1,3,5.739,5.739,6.428,1,2,5.424,6.174,6.977,2,2,4.601,4.601,6.75,1,2,10.996,10.996,11.566,1,3,19.934,20.279,24.555,2,0,0,0,0,0,0,0,0,0,0,1,1,8.5,8.5,10.193,1,1,7.817,7.817,8.43,1,2,21.645,22.886,23.666,2,2,1.221,1.221,1.95,1,1,11.092,11.092,11.784,1,1,8.42,8.42,9.342,1,1,5.036,5.036,6.232,1,1,4.511,4.511,5.325,1,1,NA,NA,NA,NA,NA,7.975,7.975,8.869,1,3,2.638,3.244,6.992,2,3,3.983,3.983,5.49,1,1,22.452,22.452,25.283,1,1,1,"",1,5,"",4,1,37,14
2015-02-04 23:50:00,2015-02-04 23:53:00,1,14.588,14.588,16.417,1,1,1,NA,NA,NA,NA,32,4.612,4.612,5.801,1,1,8.253,9.07,10.107,3,1,3.338,3.338,4.655,1,1,3.279,3.279,4.062,1,1,0,0,6.103,0,-99,7.763,7.763,9.392,1,1,4.99,5.751,6.716,2,1,4.951,4.951,6.587,1,1,4.908,4.908,6.238,1,1,4.056,4.056,5.237,1,1,9.826,11.2,12.77,2,0,0,0,0,0,0,0,0,0,0,1,1,2.565,2.565,3.42,1,1,2.499,2.499,3.4,1,1,1.76,1.76,2.774,1,1,2.079,2.079,3.484,1,1,4.566,4.566,5.923,1,1,8.358,9.227,10.463,2,2,6.14,6.14,7.361,1,1,3.479,3.479,5.22,1,1,NA,NA,NA,NA,NA,6.395,6.395,7.729,1,1,5.621,6.509,7.482,2,1,4.749,4.749,5.997,1,1,6.601,6.601,7.494,1,1,1,"",2,3,"great survey  not too long easy to understand ",3,2,15,15
2015-02-04 22:44:00,2015-02-04 22:49:00,1,0,0,58.955,0,1,1,NA,NA,NA,NA,55,5.943,5.943,8.144,1,2,8.001,8.001,28.042,1,1,7.007,7.007,8.223,1,1,2.916,2.916,3.954,1,1,0,0,7.118,0,-99,7.912,18.076,18.95,3,1,4.907,4.907,5.981,1,1,3.802,3.802,4.919,1,3,4.013,4.013,5.043,1,2,4.418,4.418,5.274,1,2,8.647,11.75,12.894,3,0,0,0,0,0,0,0,0,0,0,1,1,4.931,4.931,5.797,1,3,4.406,4.406,5.175,1,2,2.423,2.423,3.367,1,2,2.678,3.503,4.127,2,1,3.206,3.206,4.108,1,1,3.676,3.676,4.695,1,2,6.626,6.626,7.842,1,1,4.105,4.105,5.708,1,1,NA,NA,NA,NA,NA,8.328,8.328,9.627,1,3,6.228,6.228,7.458,1,3,3.599,3.599,4.622,1,1,9.988,9.988,11.058,1,5,1,"",2,2,"none",5,2,36,36
2015-02-05 00:32:00,2015-02-05 00:37:00,1,0,0,7.406,0,1,1,NA,NA,NA,NA,30,8.928,9.61,10.598,2,3,13.15,13.15,17.506,1,1,9.218,9.218,10.244,1,3,3.137,3.137,22.138,1,2,0,0,4.799,0,-99,6.223,6.223,23.306,1,2,8.501,8.501,9.575,1,2,35.289,35.289,37.027,1,2,3.42,3.42,5.435,1,1,5.138,5.138,6.197,1,2,8.491,10.642,11.396,3,0,0,0,0,0,0,0,0,0,0,1,1,4.522,4.522,5.692,1,1,4.138,4.138,5.333,1,1,2.728,2.728,3.619,1,2,1.622,1.622,2.443,1,1,6,6,7.389,1,1,3.835,3.835,4.87,1,2,5.353,5.353,6.479,1,1,3.943,7.728,8.631,3,3,NA,NA,NA,NA,NA,5.811,5.811,6.73,1,1,3.57,3.57,4.534,1,1,4.829,4.829,5.643,1,1,8.681,8.681,9.697,1,2,1,"",1,4,"",5,2,43,62
2015-02-05 00:24:00,2015-02-05 00:29:00,1,0,0,1.537,0,1,1,NA,NA,NA,NA,21,0.998,10.159,11.229,4,3,7.181,14.662,15.768,4,3,4.142,4.847,9.86,3,1,3.534,3.566,4.56,2,1,0,0,11.158,0,-99,9.069,9.069,10.112,1,1,4.287,4.287,5.465,1,1,8.585,8.617,9.835,2,1,6.879,6.879,8.534,1,1,4.89,4.89,8.405,1,1,11.981,12.534,17.537,2,0,0,0,0,0,0,0,0,0,0,1,1,3.673,3.673,5.091,1,1,5.13,5.13,6.74,1,1,1.579,1.579,2.589,1,1,1.712,1.712,2.593,1,1,4.014,4.589,8.535,2,1,7.164,7.724,8.991,2,3,8.739,8.739,11.302,1,1,4.604,5.468,8.317,2,1,NA,NA,NA,NA,NA,7.612,8.396,9.672,2,3,3.877,6.133,7.209,4,3,2.514,2.514,4.9,1,3,6.68,6.68,10.964,1,1,3,"In the middle",1,3,"",5,1,54,55
2015-02-04 23:03:00,2015-02-04 23:07:00,1,0,0,7.768,0,1,1,NA,NA,NA,NA,31,6.991,6.991,9.441,1,1,5.749,5.749,8.979,1,1,2.828,2.828,7.508,1,1,2.611,3.192,4.076,2,1,0,0,10.04,0,-99,16.634,16.634,17.24,1,3,5.254,5.254,5.937,1,3,3.17,3.17,4.104,1,1,5.076,5.076,5.995,1,2,3.237,3.237,4.059,1,3,12.27,15.881,21.766,3,0,0,0,0,0,0,0,0,0,0,1,1,2.158,2.158,2.929,1,1,3.076,3.076,4.105,1,2,1.882,1.882,2.634,1,1,1.284,1.284,2.073,1,1,2.034,2.034,2.8,1,1,5.896,5.896,6.838,1,2,10.769,10.769,11.77,1,1,2.99,2.99,4.609,1,1,NA,NA,NA,NA,NA,13.158,13.158,13.805,1,3,4.489,4.489,5.773,1,3,6.09,6.09,7.124,1,1,8.906,8.906,9.671,1,4,1,"",2,3,"great survey",4,1,25,23
2015-02-04 22:37:00,2015-02-04 22:39:00,1,0,0,25.044,0,1,1,NA,NA,NA,NA,25,1.666,7.09,7.339,2,2,0.667,0.962,1.572,2,1,0.391,0.887,1.201,2,1,0.815,0.815,1.717,1,1,0,0,7.11,0,-99,1.707,1.707,2.924,1,1,1.257,1.257,2.106,1,1,1.244,1.244,1.989,1,1,-99,-99,-99,-99,3,1.422,1.798,2.327,2,1,1.525,1.862,4.679,2,0,0,0,0,0,0,0,0,0,0,1,1,0.434,0.434,1.404,1,1,1.003,2.179,2.438,4,3,1.206,1.749,2.032,2,2,1.48,1.48,2.345,1,1,1.265,1.265,1.929,1,1,1.422,1.422,2.831,1,1,2.639,2.639,3.496,1,1,-99,-99,-99,-99,1,NA,NA,NA,NA,NA,1.699,1.699,2.924,1,2,1.187,1.187,1.756,1,2,1.279,1.823,2.384,2,2,0.369,0.369,1.002,1,5,2,"",1,4,"",2,2,56,67
2015-02-04 22:19:00,2015-02-04 22:23:00,1,0,0,4.093,0,1,1,NA,NA,NA,NA,37,8.828,8.828,9.445,1,1,5.995,5.995,6.76,1,2,12.147,12.147,12.829,1,3,3.811,3.811,4.506,1,1,0,0,15.977,0,-99,18.849,18.849,19.528,1,1,8.569,8.569,9.37,1,2,4.645,4.645,6.297,1,1,4.062,4.062,6.489,1,3,9.288,9.288,10.09,1,2,19.09,21.501,22.547,2,0,0,0,0,0,0,0,0,0,0,1,1,5.468,5.468,6.367,1,1,4.646,4.646,5.311,1,1,4.695,4.695,5.393,1,1,5.087,5.087,5.777,1,2,5.673,5.673,6.422,1,1,8.303,8.303,8.959,1,1,11.579,11.579,13.374,1,1,3.711,3.711,4.427,1,1,NA,NA,NA,NA,NA,9.072,9.072,9.801,1,2,9.442,9.442,10.149,1,2,5.714,5.714,6.353,1,1,8.225,8.225,8.862,1,3,2,"",1,2,"",4,1,59,90
2015-02-04 23:11:00,2015-02-04 23:14:00,1,0,0,2.138,0,1,1,NA,NA,NA,NA,26,6.029,6.029,6.806,1,2,4.73,4.73,5.844,1,2,4.161,4.161,6.902,1,1,2.645,2.645,3.547,1,1,0,0,5.123,0,-99,5.151,5.151,6.794,1,1,8.017,8.017,8.942,1,2,4.947,4.947,5.663,1,3,4.281,4.975,5.841,2,2,4.611,4.611,5.775,1,2,8.738,11.648,17.029,3,0,0,0,0,0,0,0,0,0,0,1,1,3.621,3.621,4.635,1,1,3.118,3.595,4.488,2,1,3.807,3.807,4.554,1,2,1.855,1.855,2.731,1,2,3.543,3.543,4.491,1,1,4.29,4.29,5.589,1,3,13.966,13.966,14.677,1,1,3.567,3.567,4.673,1,3,NA,NA,NA,NA,NA,5.811,5.811,6.753,1,2,6.263,6.263,7.063,1,2,6.617,7.544,8.688,2,1,7.495,7.495,8.516,1,3,1,"",2,4,"",3,1,83,68
2015-02-04 22:34:00,2015-02-04 22:39:00,1,10.289,10.289,13.103,1,1,1,NA,NA,NA,NA,25,5.684,5.684,6.862,1,1,9.595,9.595,11.683,1,1,4.087,4.087,5.538,1,1,2.611,2.611,3.575,1,1,0,0,13.817,0,-99,12.84,12.84,15.946,1,1,3.962,3.962,5.514,1,1,3.408,3.408,4.325,1,1,5.567,6.142,7.38,2,2,4.875,4.875,6.056,1,1,15.506,16.564,23.754,2,0,0,0,0,0,0,0,0,0,0,1,1,2.87,2.87,3.801,1,1,3.149,3.149,4.044,1,2,3.703,3.703,5.028,1,1,1.693,1.693,2.914,1,1,3.068,3.068,4.3,1,1,7.904,7.904,8.826,1,3,7.38,7.38,8.808,1,1,3.309,3.309,5.052,1,1,NA,NA,NA,NA,NA,9.402,9.402,11.573,1,2,4.543,4.543,5.672,1,2,5.201,7.495,8.243,2,1,11.274,11.274,13.003,1,2,1,"",2,4,"",5,2,9,40
2015-02-04 23:15:00,2015-02-04 23:19:00,1,0,0,3.157,0,1,1,NA,NA,NA,NA,30,3.306,3.306,5.172,1,1,2.864,2.864,4.057,1,1,2.185,2.185,3.244,1,1,2.877,2.877,4.312,1,1,0,0,5.613,0,-99,6.639,6.639,9.023,1,1,3.54,3.54,4.421,1,1,3.236,3.236,4.236,1,1,3.626,3.626,7.841,1,2,3.945,3.945,4.929,1,1,7.57,8.344,13.457,2,0,0,0,0,0,0,0,0,0,0,1,1,3.541,3.541,4.281,1,1,2.595,5.769,8.424,4,1,2.013,2.013,2.839,1,1,4.042,4.042,5.045,1,1,2.752,2.752,4.1,1,1,4.335,4.335,5.295,1,2,4.833,4.833,6.121,1,1,2.609,2.609,3.693,1,1,NA,NA,NA,NA,NA,6.983,6.983,8.266,1,1,3.82,4.52,5.237,2,1,5.241,5.681,6.524,2,1,9.605,11.054,12.542,2,2,3,"green party",1,4,NA,4,1,0,0
2015-02-05 00:41:00,2015-02-05 00:44:00,1,0,0,8.108,0,1,1,NA,NA,NA,NA,23,2.658,6.461,7.905,3,1,7.994,7.994,9.969,1,2,3.59,3.59,4.528,1,1,6.384,6.384,16.198,1,1,0,0,5.759,0,-99,5.099,5.099,6.047,1,1,1.44,2.443,3.332,2,1,0.767,0.767,1.976,1,1,0.892,0.892,2.035,1,1,0.773,0.773,1.665,1,1,6.385,6.755,8.263,2,0,0,0,0,0,0,0,0,0,0,1,1,1.571,3.396,4.162,3,1,2.737,2.737,3.517,1,1,0.951,0.951,1.679,1,1,0.541,0.541,1.208,1,1,0.666,0.666,1.465,1,1,0.704,0.704,2.658,1,1,2.205,2.205,5.069,1,1,1.958,6.332,7.136,4,3,NA,NA,NA,NA,NA,3.593,3.593,4.941,1,1,1.931,1.931,2.806,1,3,0.761,0.761,1.879,1,3,2.703,3.149,4.172,2,4,3,"Independent",1,4,"",3,2,50,50
2015-02-04 22:26:00,2015-02-04 22:30:00,1,0,0,5.372,0,1,1,NA,NA,NA,NA,35,5.248,5.248,6.659,1,2,4.077,4.077,4.933,1,1,3.411,3.411,6.645,1,1,2.18,2.18,2.803,1,1,0,0,6.11,0,-99,3.241,3.241,6.211,1,1,9.236,9.236,12.373,1,1,2.837,2.837,3.589,1,1,3.723,3.723,4.883,1,3,5.017,6.264,7.615,4,1,5.739,6.303,8.07,2,0,0,0,0,0,0,0,0,0,0,1,1,1.998,1.998,2.988,1,1,17.735,17.735,19.183,1,2,10.921,10.921,11.572,1,1,3.304,3.304,4.652,1,2,2.518,4.986,5.201,2,1,3.358,3.78,5.112,2,2,28.651,28.651,29.893,1,1,1.435,2.183,2.533,2,1,NA,NA,NA,NA,NA,8.782,8.782,9.561,1,2,4.815,4.815,5.467,1,2,2.886,3.834,4.351,2,1,8.134,8.134,9.055,1,3,3,"independent",2,5,"",4,1,26,50
2015-02-04 23:35:00,2015-02-04 23:44:00,1,0,0,17.306,0,1,1,NA,NA,NA,NA,57,10.152,10.152,11.52,1,2,18.654,18.654,20.643,1,3,11.146,11.146,22.925,1,2,20.614,20.614,22.096,1,2,0,0,9.595,0,-99,10.682,10.682,11.892,1,3,8.827,8.827,10.296,1,3,3.913,3.913,5.06,1,2,4.527,4.527,5.773,1,3,5.353,5.353,6.636,1,2,6.768,17.519,20.904,4,0,0,0,0,0,0,0,0,0,0,1,1,6.876,6.876,8.377,1,1,7.322,7.322,8.666,1,3,2.949,2.949,4.239,1,3,5.554,5.554,6.825,1,3,4.893,4.893,6.245,1,1,9.752,9.752,11.358,1,1,118.877,118.877,120.197,1,1,3.098,3.098,4.463,1,2,NA,NA,NA,NA,NA,5.22,5.22,6.449,1,2,4.328,4.328,5.511,1,2,7.758,7.758,9.172,1,2,5.535,5.535,7.495,1,6,3,"I m an independent and don t vote by party ",1,3,"",9,2,72,70
2015-02-05 00:00:00,2015-02-05 00:05:00,1,0,0,5.964,0,1,1,NA,NA,NA,NA,29,4.717,4.717,5.316,1,2,4.761,4.761,8.316,1,1,4.134,4.836,5.085,2,1,2.757,2.757,3.311,1,1,0,0,14.112,0,-99,9.428,9.428,10.184,1,1,4.718,4.718,5.624,1,1,3.726,3.726,4.308,1,1,3.963,3.963,4.775,1,3,3.805,3.805,4.35,1,1,12.699,13.47,16.508,2,0,0,0,0,0,0,0,0,0,0,1,1,4.058,4.058,4.557,1,1,4.407,4.407,4.942,1,3,3.521,3.521,4.272,1,1,1.884,1.884,2.345,1,1,2.894,2.894,3.372,1,1,6.078,6.078,6.566,1,1,7.41,7.41,8.126,1,1,3.757,4.577,5.212,2,3,NA,NA,NA,NA,NA,8.755,8.755,9.996,1,2,7.081,7.081,7.645,1,2,7.454,7.454,7.967,1,3,8.454,8.454,9.091,1,5,3,"Libertarian",1,3,"",5,2,11,31
2015-02-04 22:57:00,2015-02-04 23:03:00,1,0,0,11.563,0,1,1,NA,NA,NA,NA,32,6.821,6.821,8.026,1,1,5.516,5.516,6.619,1,1,6.884,6.884,8.723,1,1,2.464,2.464,3.595,1,1,0,0,11.957,0,-99,11.377,11.377,12.683,1,1,6.085,6.085,7.717,1,1,2.938,2.938,4.066,1,1,3.862,3.862,5.198,1,1,5.627,5.627,6.775,1,1,13.228,13.968,24.067,2,0,0,0,0,0,0,0,0,0,0,1,1,3.726,3.726,4.892,1,1,5.632,5.632,6.916,1,1,3.811,3.811,4.879,1,1,3.907,3.907,4.937,1,1,4.108,4.108,5.03,1,1,7.253,7.253,8.459,1,2,9.799,9.799,11.06,1,1,3.345,3.345,4.735,1,1,NA,NA,NA,NA,NA,14.281,14.281,15.744,1,3,10.295,10.295,11.526,1,3,6.181,6.181,8.38,1,1,7.27,7.27,8.949,1,2,1,"",2,4,"I don t have any comments  Thank you ",6,1,10,25
